business_category_id,locale,block,category,subcategory
"395","en","Beauty, Fitness & Recovery","Massage","Online Format"
"396","en","Beauty, Fitness & Recovery","Fitness Clubs","Gym"
"397","en","Beauty, Fitness & Recovery","Fitness Clubs","Group Fitness"
"398","en","Beauty, Fitness & Recovery","Fitness Clubs","Functional Training"
"399","en","Beauty, Fitness & Recovery","Fitness Clubs","Strength Training"
"400","en","Beauty, Fitness & Recovery","Fitness Clubs","Cardio Training"
"401","en","Beauty, Fitness & Recovery","Fitness Clubs","Weight Loss"
"402","en","Beauty, Fitness & Recovery","Fitness Clubs","Children's Fitness"
"403","en","Beauty, Fitness & Recovery","Fitness Clubs","Corporate Fitness"
"404","en","Beauty, Fitness & Recovery","Fitness Clubs","Online Training"
"405","en","Beauty, Fitness & Recovery","Fitness Clubs","Individual Service"
"406","en","Beauty, Fitness & Recovery","Personal Trainers","Individual Service"
"407","en","Beauty, Fitness & Recovery","Personal Trainers","Comprehensive Program"
"408","en","Beauty, Fitness & Recovery","Personal Trainers","Express Service"
"409","en","Beauty, Fitness & Recovery","Personal Trainers","Personal Support"
"410","en","Beauty, Fitness & Recovery","Personal Trainers","Group Classes"
"411","en","Beauty, Fitness & Recovery","Personal Trainers","Services for Men"
"412","en","Beauty, Fitness & Recovery","Personal Trainers","Services for Women"
"413","en","Beauty, Fitness & Recovery","Personal Trainers","Children's Programs"
"414","en","Beauty, Fitness & Recovery","Personal Trainers","On-Site Service"
"415","en","Beauty, Fitness & Recovery","Personal Trainers","Online Format"
"416","en","Beauty, Fitness & Recovery","Yoga & Pilates","Individual Service"
"417","en","Beauty, Fitness & Recovery","Yoga & Pilates","Comprehensive Program"
"418","en","Beauty, Fitness & Recovery","Yoga & Pilates","Express Service"
"419","en","Beauty, Fitness & Recovery","Yoga & Pilates","Personal Support"
"420","en","Beauty, Fitness & Recovery","Yoga & Pilates","Group Classes"
"421","en","Beauty, Fitness & Recovery","Yoga & Pilates","Services for Men"
"422","en","Beauty, Fitness & Recovery","Yoga & Pilates","Services for Women"
"423","en","Beauty, Fitness & Recovery","Yoga & Pilates","Children's Programs"
"424","en","Beauty, Fitness & Recovery","Yoga & Pilates","On-Site Service"
"425","en","Beauty, Fitness & Recovery","Yoga & Pilates","Online Format"
"426","en","Beauty, Fitness & Recovery","Dance Studios","Individual Service"
"427","en","Beauty, Fitness & Recovery","Dance Studios","Comprehensive Program"
"428","en","Beauty, Fitness & Recovery","Dance Studios","Express Service"
"429","en","Beauty, Fitness & Recovery","Dance Studios","Personal Support"
"430","en","Beauty, Fitness & Recovery","Dance Studios","Group Classes"
"431","en","Beauty, Fitness & Recovery","Dance Studios","Services for Men"
"432","en","Beauty, Fitness & Recovery","Dance Studios","Services for Women"
"433","en","Beauty, Fitness & Recovery","Dance Studios","Children's Programs"
"434","en","Beauty, Fitness & Recovery","Dance Studios","On-Site Service"
"435","en","Beauty, Fitness & Recovery","Dance Studios","Online Format"
"436","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Individual Service"
"437","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Comprehensive Program"
"438","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Express Service"
"439","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Personal Support"
"440","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Group Classes"
"441","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Services for Men"
"442","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Services for Women"
"443","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Children's Programs"
"444","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","On-Site Service"
"445","en","Beauty, Fitness & Recovery","Rehabilitation & Physiotherapy","Online Format"
"446","en","Real Estate, Construction & Home Services","Real Estate Agencies","Residential Property Sales"
"447","en","Real Estate, Construction & Home Services","Real Estate Agencies","Residential Property Purchase"
"448","en","Real Estate, Construction & Home Services","Real Estate Agencies","Residential Rentals"
"449","en","Real Estate, Construction & Home Services","Real Estate Agencies","Commercial Real Estate"
"450","en","Real Estate, Construction & Home Services","Real Estate Agencies","New Developments"
"451","en","Real Estate, Construction & Home Services","Real Estate Agencies","Country Properties"
"452","en","Real Estate, Construction & Home Services","Real Estate Agencies","Land Plots"
"453","en","Real Estate, Construction & Home Services","Real Estate Agencies","Investment Property"
"454","en","Real Estate, Construction & Home Services","Real Estate Agencies","International Real Estate"
"455","en","Real Estate, Construction & Home Services","Real Estate Agencies","Luxury Real Estate"
"456","en","Real Estate, Construction & Home Services","Property Management","Consultation & Assessment"
"457","en","Real Estate, Construction & Home Services","Property Management","Design & Planning"
"458","en","Real Estate, Construction & Home Services","Property Management","Installation"
"459","en","Real Estate, Construction & Home Services","Property Management","Repair"
"460","en","Real Estate, Construction & Home Services","Property Management","Reconstruction"
"461","en","Real Estate, Construction & Home Services","Property Management","Maintenance"
"462","en","Real Estate, Construction & Home Services","Property Management","Emergency Call-Out"
"463","en","Real Estate, Construction & Home Services","Property Management","Turnkey Services"
"464","en","Real Estate, Construction & Home Services","Property Management","Residential Properties"
"465","en","Real Estate, Construction & Home Services","Property Management","Commercial Properties"
"466","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Consultation & Assessment"
"467","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Design & Planning"
"468","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Installation"
"469","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Repair"
"470","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Reconstruction"
"471","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Maintenance"
"472","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Emergency Call-Out"
"473","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Turnkey Services"
"474","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Residential Properties"
"475","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Commercial Properties"
"476","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Industrial Properties"
"477","en","Real Estate, Construction & Home Services","Real Estate Development & Investment Projects","Design or Technical Supervision"
"478","en","Real Estate, Construction & Home Services","General Contractors","Consultation & Assessment"
"479","en","Real Estate, Construction & Home Services","General Contractors","Design & Planning"
"480","en","Real Estate, Construction & Home Services","General Contractors","Installation"
"481","en","Real Estate, Construction & Home Services","General Contractors","Repair"
"482","en","Real Estate, Construction & Home Services","General Contractors","Reconstruction"
"483","en","Real Estate, Construction & Home Services","General Contractors","Maintenance"
"484","en","Real Estate, Construction & Home Services","General Contractors","Emergency Call-Out"
"485","en","Real Estate, Construction & Home Services","General Contractors","Turnkey Services"
"486","en","Real Estate, Construction & Home Services","General Contractors","Residential Properties"
"487","en","Real Estate, Construction & Home Services","General Contractors","Commercial Properties"
"488","en","Real Estate, Construction & Home Services","Architecture & Design","Consultation & Assessment"
"489","en","Real Estate, Construction & Home Services","Architecture & Design","Design & Planning"
"490","en","Real Estate, Construction & Home Services","Architecture & Design","Installation"
"491","en","Real Estate, Construction & Home Services","Architecture & Design","Repair"
"492","en","Real Estate, Construction & Home Services","Architecture & Design","Reconstruction"
"493","en","Real Estate, Construction & Home Services","Architecture & Design","Maintenance"
"494","en","Real Estate, Construction & Home Services","Architecture & Design","Emergency Call-Out"
"495","en","Real Estate, Construction & Home Services","Architecture & Design","Turnkey Services"
"496","en","Real Estate, Construction & Home Services","Architecture & Design","Residential Properties"
"497","en","Real Estate, Construction & Home Services","Architecture & Design","Commercial Properties"
"498","en","Real Estate, Construction & Home Services","Interior Design","Brand Identity"
"499","en","Real Estate, Construction & Home Services","Interior Design","Logo"
"500","en","Real Estate, Construction & Home Services","Interior Design","Brand Guidelines"
"501","en","Real Estate, Construction & Home Services","Interior Design","Graphic Design"
"502","en","Real Estate, Construction & Home Services","Interior Design","Web Design"
"503","en","Real Estate, Construction & Home Services","Interior Design","Packaging Design"
"504","en","Real Estate, Construction & Home Services","Interior Design","Marketing Materials"
"505","en","Real Estate, Construction & Home Services","Interior Design","Presentations"
"506","en","Real Estate, Construction & Home Services","Interior Design","UX/UI Design"
"507","en","Real Estate, Construction & Home Services","Interior Design","Consultation & Assessment"
"508","en","Real Estate, Construction & Home Services","Renovation & Finishing","Consultation & Assessment"
"509","en","Real Estate, Construction & Home Services","Renovation & Finishing","Design & Planning"
"510","en","Real Estate, Construction & Home Services","Renovation & Finishing","Installation"
"511","en","Real Estate, Construction & Home Services","Renovation & Finishing","Repair"
"512","en","Real Estate, Construction & Home Services","Renovation & Finishing","Reconstruction"
"513","en","Real Estate, Construction & Home Services","Renovation & Finishing","Maintenance"
"514","en","Real Estate, Construction & Home Services","Renovation & Finishing","Emergency Call-Out"
"515","en","Real Estate, Construction & Home Services","Renovation & Finishing","Turnkey Services"
"516","en","Real Estate, Construction & Home Services","Renovation & Finishing","Residential Properties"
"517","en","Real Estate, Construction & Home Services","Renovation & Finishing","Commercial Properties"
"518","en","Real Estate, Construction & Home Services","Electricians","Electrical Wiring Installation"
"519","en","Real Estate, Construction & Home Services","Electricians","Electrical Wiring Repair"
"520","en","Real Estate, Construction & Home Services","Electricians","Electrical Panels"
"521","en","Real Estate, Construction & Home Services","Electricians","Lighting"
"522","en","Real Estate, Construction & Home Services","Electricians","Emergency Electrician"
"523","en","Real Estate, Construction & Home Services","Electricians","Commercial Properties"
"524","en","Real Estate, Construction & Home Services","Electricians","Industrial Electrical Installation"
"525","en","Real Estate, Construction & Home Services","Electricians","EV Charging Stations"
"526","en","Real Estate, Construction & Home Services","Electricians","Smart Home"
"527","en","Real Estate, Construction & Home Services","Electricians","Consultation & Assessment"
"528","en","Real Estate, Construction & Home Services","Plumbers","Leak Repair"
"529","en","Real Estate, Construction & Home Services","Plumbers","Pipe Installation"
"530","en","Real Estate, Construction & Home Services","Plumbers","Sewer Repair"
"531","en","Real Estate, Construction & Home Services","Plumbers","Drain Cleaning"
